id,name,brand,category,os,price,rating,cpu,gpu,screenRate,ram,storage,diskType,resolution,screenSize,weight,batteryLife,image
"NH.QN8SV.001","Laptop Acer Gaming Nitro V ANV15 51 57B2 i5 13420H/8GB/512GB/6GB RTX4050/144Hz/Win11 (NH.QN8SV.001)","ACER","Gaming","Windows 11","23190000","5.0","i5 13420H 2.1GHz","RTX 4050 6GB","144","8","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/318354/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001-thumb-638754901224650221-600x600.jpg"
"N3509W","Laptop Asus Gaming ROG Strix G16 G614JU i7 13650HX/32GB/1TB/6GB RTX4050/165Hz/Win11 (N3509W)","ASUS","Gaming","Windows 11","35790000","5.0","i7 13650HX 2.6GHz","RTX 4050 6GB","165","32","1000GB","SSD","Full HD+","16.0","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333094/asus-rog-strix-g16-g614ju-i7-n3509w-170225-114540-460-600x600.jpg"
"402VN","Laptop MSI Gaming Katana A15 AI B8VE R7 8845HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (402VN)","MSI","Gaming","Windows 11","28990000","5.0","Ryzen 7 8845HS 3.8GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322098/msi-gaming-katana-a15-ai-b8ve-r7-402vn-thumb-638763543506761385-600x600.jpg"
"053VN","Laptop MSI Gaming Cyborg 15 AI A1VEK Ultra 7 155H/16GB/512GB/6GB RTX4050/144Hz/Win11 (053VN)","MSI","Gaming","Windows 11","30990000","5.0","Ultra 7 155H 1.4GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.0","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322099/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn-thumb-638763544027585458-600x600.jpg"
"NH.QFKSV.001.16G","Laptop Acer Gaming Nitro AN515 58 773Y i7 12700H/16GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001.16G)","ACER","Gaming","Windows 11","21990000","5.0","i7 12700H 2.30 GHz","RTX 3050Ti 4GB","144","16","512GB","SSD","Full HD","15.6","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329337/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g-thumb-638760092227335057-600x600.jpg"
"83DG0051VN","Laptop Lenovo Gaming Legion 5 16IRX9 i7 14650HX/16GB/1TB/8GB RTX4060/165Hz/Win11 (83DG0051VN)","LENOVO","Gaming","Windows 11","40690000","5.0","i7 14650HX 2.2GHz","RTX 4060 8GB","165","16","1000GB","SSD","WQXGA","16.0","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326723/lenovo-legion-5-16irx9-i7-83dg0051vn-thumb-638754869259598787-600x600.jpg"
"83DF0047VN","Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX/32GB/1TB/8GB RTX4060/240Hz/Win11 (83DF0047VN)","LENOVO","Gaming","Windows 11","45690000","5.0","i9 14900HX 2.2GHz","RTX 4060 8GB","240","32","1000GB","SSD","WQXGA","16.0","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326497/lenovo-legion-pro-5-16irx9-i9-83df0047vn-070525-115201-217-600x600.jpg"
"i9HX161W11GR4060","Laptop Dell G15 5530 i9 13900HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i9HX161W11GR4060)","DELL","Gaming","Windows 11","40990000","5.0","i9 13900HX 3.90 GHz","RTX 4060 8GB","165","16","1000GB","SSD","Full HD","15.6","2.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327901/dell-g15-5530-i9-i9hx161w11gr4060-thumb-638754978080857967-600x600.jpg"
"8C5N2PA","Laptop HP Gaming VICTUS 16 r0127TX i7 13700H/16GB/512GB/8GB RTX4060/144Hz/Win11 (8C5N2PA)","HP","Gaming","Windows 11","34290000","5.0","i7 13700H","RTX 4060 8GB","144","16","512GB","SSD","Full HD","16.1","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325002/hp-victus-16-r0127tx-i7-8c5n2pa-170225-105918-087-600x600.jpg"
"LP167W","Laptop Asus TUF Gaming F15 FX507VU i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP167W)","ASUS","Gaming","Windows 11","27190000","4.9","i7 13620H 2.4GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/320434/asus-tuf-gaming-f15-fx507vu-i7-lp167w-170225-104515-028-600x600.jpg"
"NH.QP2SV.002","Laptop Acer Gaming Nitro V 16 ProPanel ANV16 41 R6ZY R5 8645HS/16GB/512GB/6GB RTX3050/165Hz/Win11 (NH.QP2SV.002)","ACER","Gaming","Windows 11","23990000","5.0","Ryzen 5 8645HS 4.30 GHz","RTX 3050 6GB","165","16","512GB","SSD","WUXGA","16.0","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332579/acer-nitro-v-16-propanel-anv16-41-r6zy-r5-nhqp2sv002-638765990357297678-600x600.jpg"
"N3515W","Laptop Asus Gaming ROG Strix G16 G614JV i7 13650HX/32GB/1TB/8GB RTX4060/165Hz/Win11 (N3515W)","ASUS","Gaming","Windows 11","37690000","5.0","i7 13650HX 2.6GHz","RTX 4060 8GB","165","32","1000GB","SSD","Full HD+","16.0","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333095/asus-rog-strix-g16-g614jv-i7-n3515w-170225-114616-616-600x600.jpg"
"876VN","Laptop MSI Gaming Cyborg 15 A13VFK i7 13620H/16GB/512GB/8GB RTX4060/144Hz/Win11 (876VN)","MSI","Gaming","Windows 11","29990000","5.0","i7 13620H 2.4GHz","RTX 4060 8GB","144","16","512GB","SSD","Full HD","15.6","2.0","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327401/msi-cyborg-15-a13vfk-i7-876vn-thumb-638754871863350806-600x600.jpg"
"83JC003YVN","Laptop Lenovo Gaming LOQ 15ARP9 R7 7435HS/24GB/512GB/8GB RTX4060/144Hz/Win11 (83JC003YVN)","LENOVO","Gaming","Windows 11","29190000","5.0","Ryzen 7 7435HS 3.1GHz","RTX 4060 8GB","144","24","512GB","SSD","Full HD","15.6","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329114/lenovo-loq-15iax9-i5-83jc003yvn-thumb-638754877113366724-600x600.jpg"
"HN012W","Laptop Asus TUF Gaming A15 FA506NF R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN012W)","ASUS","Gaming","Windows 11","17690000","4.9","Ryzen 5 7535HS 3.3GHz","RTX 2050 4GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322269/asus-tuf-gaming-a15-fa506nf-r5-hn012w-170225-104821-173-600x600.jpg"
"83DF0046VN","Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX/32GB/1TB/8GB RTX4070/240Hz/Win11 (83DF0046VN)","LENOVO","Gaming","Windows 11","52190000","5.0","i9 14900HX 2.2GHz","RTX 4070 8GB","240","32","1000GB","SSD","WQXGA","16.0","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326496/lenovo-legion-pro-5-16irx9-i9-83df0046vn-thumb-638754866766884317-600x600.jpg"
"8W946PA","Laptop HP Gaming OMEN 16 xf0071AX R7 7840HS/32GB/1TB/8GB RTX4060/240Hz/Win11 (8W946PA)","HP","Gaming","Windows 11","50190000","5.0","Ryzen 7 7840HS 3.8GHz","RTX 4060 8GB","240","32","1000GB","SSD","QHD","16.1","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/323585/hp-omen-16-xf0071ax-r7-8w946pa-638763551717150025-600x600.jpg"
"83DH003BVN","Laptop Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS/32GB/1TB/8GB RTX4060/165Hz/Win11 (83DH003BVN)","HP","Gaming","Windows 11","40690000","5.0","Ryzen 7 8845HS 3.8GHz","RTX 4060 8GB","165","32","1000GB","SSD","WQXGA","16.0","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329111/lenovo-legion-slim-5-16ahp9-r7-83dh003bvn-638765973149694109-600x600.jpg"
"017VN","Laptop MSI Gaming Stealth 18 HX AI A2XWIG Ultra 9 275HX/32GB/2TB/16GB RTX5080/120Hz/Win11 (017VN)","MSI","Gaming","Windows 11","99990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5080, 16 GB","120","32","2000GB","SSD","4K/UHD+","18.0","2.9","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335113/msi-stealth-18-hx-ai-a2xwig-ultra-9-017vn-638828336274186786-600x600.jpg"
"HN045W","Laptop Asus TUF Gaming Dash F15 FX517ZE i5 12450H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (HN045W)","ASUS","Gaming","Windows 11","21690000","4.9","i5 12450H 2GHz","RTX 3050Ti 4GB","144","8","512GB","SSD","Full HD","15.6","2.0","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/284343/asus-tuf-gaming-fx517ze-i5-hn045w-170225-101546-291-600x600.jpg"
"062VN","Laptop MSI Gaming Vector 16 HX AI A2XWIG Ultra 9 275HX/16GB/1TB/16GB RTX5080/240Hz/Win11 (062VN)","MSI","Gaming","Windows 11","74990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5080, 16 GB","240","16","1000GB","SSD","QHD+","16.0","2.7","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335015/msi-vector-16-hx-ai-a2xwig-ultra-9-062vn-638828336640479970-600x600.jpg"
"LP031W","Laptop Asus TUF Gaming A15 FA507NV R7 7735HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP031W)","ASUS","Gaming","Windows 11","27690000","4.9","Ryzen 7 7735HS 3.2GHz","RTX 4060 8GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/315892/asus-tuf-gaming-a15-fa507nv-r7-lp031w-170225-103822-855-600x600.jpg"
"LP105W","Laptop Asus TUF Gaming A15 FA507NU R5 7535HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP105W)","ASUS","Gaming","Windows 11","23690000","4.9","Ryzen 5 7535HS 3.3GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/321059/asus-tuf-gaming-a15-fa507nu-r5-lp105w-thumb-638760111510521006-600x600.jpg"
"9RC56KF0HJJANIVN000","Laptop GIGABYTE Gaming G6 KF RC56 i7 13620H/16GB/1TB/8GB RTX4060/165Hz/Win11 (9RC56KF0HJJANIVN000)","Unknown","Gaming","Windows 11","27490000","5.0","i7 13620H 2.4GHz","RTX 4060 8GB","165","16","1000GB","SSD","WUXGA","16.0","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334692/gigabyte-g6-kf-rc56-i7-9rc56kf0hjjanivn000-thumb-638828334040088798-600x600.jpg"
"SA172W","Laptop Asus Gaming ROG Strix SCAR 18 G835LW Ultra 9 275HX/64GB/4TB/16GB RTX5080/240Hz/Win11 (SA172W)","ASUS","Gaming","Windows 11","121990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5080, 16 GB","240","64","4000GB","SSD","WQXGA","18.0","3.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336445/asus-rog-strix-scar-18-g835lw-ultra-9-sa172w-thumb-638828195762779158-600x600.jpg"
"8W945PA","Laptop HP Gaming OMEN 16 xf0070AX R9 7940HS/32GB/1TB/8GB RTX4070/240Hz/Win11 (8W945PA)","HP","Gaming","Windows 11","62890000","5.0","Ryzen 9 7940HS 4GHz","RTX 4070 8GB","240","32","1000GB","SSD","QHD","16.1","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/323586/hp-omen-16-xf0070ax-r9-8w945pa-638763553030163498-600x600.jpg"
"AY8V1PA","Laptop HP Gaming OMEN Transcend 14 fb0135TX Ultra 7 155H/16GB/1TB/8GB RTX4060/120Hz/Win11 (AY8V1PA)","HP","Gaming","Windows 11","58990000","0.0","Ultra 7 155H 1.4GHz","RTX 4060 8GB","120","16","1000GB","SSD","2.8K","14.0","1.6","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332274/hp-omen-14-fb0135tx-ultra-7-ay8v1pa-638765983673045610-600x600.jpg"
"9RX6LASGDDJIXDVN010","Laptop GIGABYTE Gaming AORUS 16X X6LAG i7 14650HX/16GB/1TB/8GB RTX4070/165Hz/Win11 (9RX6LASGDDJIXDVN010)","Unknown","Gaming","Windows 11","39090000","0.0","i7 14650HX 2.2GHz","RTX 4070 8GB","165","16","1000GB","SSD","WQXGA","16.0","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334694/gigabyte-aorus-16x-x6lag-i7-9rx6lasgddjixdvn010-thumb-638828334263331009-600x600.jpg"
"NH.QVWSV.001","Laptop Acer Gaming Predator Helios 18 AI PH18 73 98AQ Ultra 9 275HX/192GB/6TB/24GB RTX5090/120Hz/Win11 Pro (NH.QVWSV.001)","ACER","Gaming","Windows 11","149990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5090, 24 GB","120","192","6000GB","SSD","4K/UHD+","18.0","3.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335963/acer-predator-helios-18-ai-ph18-73-98aq-ultra-9-nhqvwsv001-thumb-638828182518741548-600x600.jpg"
"NH.QVYSV.001","Laptop Acer Gaming Predator Helios 18 AI PH18 73 93P0 Ultra 9 275HX/64GB/3TB/16GB RTX5080/250Hz/Win11 Pro (NH.QVYSV.001)","ACER","Gaming","Windows 11","99990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5080, 16 GB","250","64","0GB","SSD","2.5K","18.0","3.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335964/acer-predator-helios-18-ai-ph18-73-93p0-ultra-9-nhqvysv001-thumb-638828182821796512-600x600.jpg"
"NH.QX7SV.002","Laptop Acer Gaming Predator Helios Neo 16S AI PHN16S 71 95MS Ultra 9 275HX/64GB/2TB/12GB 5070Ti/240Hz/Win11 (NH.QX7SV.002)","ACER","Gaming","Windows 11","69990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5070Ti, 12 GB","240","64","2000GB","SSD","WQXGA+","16.0","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335966/acer-predator-helios-neo-16s-ai-phn16s-71-95ms-ultra-9-nhqx7sv002-thumb-638828182952001885-600x600.jpg"
"NH.QX7SV.001","Laptop Acer Gaming Predator Helios Neo 16S AI PHN16S 71 94T0 Ultra 9 275HX/32GB/2TB/12GB RTX5070Ti/240Hz/Win11 (NH.QX7SV.001)","ACER","Gaming","Windows 11","64490000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5070Ti, 12 GB","240","32","2000GB","SSD","WQXGA+","16.0","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335968/acer-predator-helios-neo-16s-ai-phn16s-71-94t0-ultra-9-nhqx7sv001-thumb-638828183228171493-600x600.jpg"
"N4450W","Laptop Asus Gaming ROG Strix G16 G614JU i7 13650HX/16GB/1TB/6GB RTX4050/240Hz/Win11 (N4450W)","ASUS","Gaming","Windows 11","36690000","0.0","i7 13650HX 2.6GHz","RTX 4050 6GB","240","16","1000GB","SSD","QHD+","16.0","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336035/asus-rog-strix-g16-g614ju-i7-n4450w-638828171161912967-600x600.jpg"
"RW175W","Laptop Asus Gaming ROG Strix SCAR 16 G635LW Ultra 9 275HX/64GB/4TB/16GB RTX5080/240Hz/Win11 (RW175W)","ASUS","Gaming","Windows 11","117990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5080, 16 GB","240","64","4000GB","SSD","WQXGA","16.0","2.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336443/asus-rog-strix-scar-16-g635lw-ultra-9-w175w-thumb-638828167563250680-600x600.jpg"
"RW179W","Laptop Asus Gaming ROG Strix SCAR 16 G635LX Ultra 9 275HX/64GB/4TB/24GB RTX5090/240Hz/Win11 (RW179W)","ASUS","Gaming","Windows 11","141990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5090, 24 GB","240","64","4000GB","SSD","WQXGA","16.0","2.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336444/asus-rog-strix-scar-16-g635lx-ultra-9-rw179w-thumb-638828167798592129-600x600.jpg"
"SA193W","Laptop Asus Gaming ROG Strix SCAR 18 G835LX Ultra 9 275HX/64GB/4TB/24GB RTX5090/240Hz/Win11 (SA193W)","ASUS","Gaming","Windows 11","145990000","0.0","Intel Core Ultra 9 Arrow Lake 275HX 2.7GHz","NVIDIA GeForce RTX 5090, 24 GB","240","64","4000GB","SSD","WQXGA","18.0","3.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336446/asus-rog-strix-scar-18-g835lx-ultra-9-sa193w-thumb-638828167954587414-600x600.jpg"
"QR083W","Laptop Asus Gaming ROG Zephyrus G16 GU605CX Ultra 9 285H/64GB/2TB/24GB RTX5090/240Hz/Win11 (QR083W)","ASUS","Gaming","Windows 11","131990000","0.0","Intel Core Ultra 9 Arrow Lake 285H 2.9GHz","NVIDIA GeForce RTX 5090, 24 GB","240","64","2000GB","SSD","WQXGA","16.0","2.0","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336447/asus-rog-zephyrus-g16-gu605cx-ultra-9-qr083w-thumb-638828168589917476-600x600.jpg"
"9Z2Y1PA","Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA)","HP","AI","Windows 11","18690000","5.0","Ultra 5 125H 1.2GHz","Intel Graphics","60","16","512GB","SSD","Full HD","15.6","1.6","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327097/hp-15-fd1063tu-ultra-5-9z2y1pa-638763560680832041-600x600.jpg"
"MX050W","Laptop Asus Vivobook S 16 OLED S5606MA Ultra 5 125H/16GB/512GB/120Hz/Win11 (MX050W)","ASUS","AI","Windows 11","23690000","4.9","Ultra 5 125H 1.2GHz","Intel Arc Graphics","120","16","512GB","SSD","3.2K","16.0","1.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325479/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w-638763553510092279-600x600.jpg"
"AY8X1PA","Laptop HP Envy x360 14 fc0162TU Ultra 5 125U/16GB/512GB/OfficeHS/Win11 (AY8X1PA)","HP","AI","Windows 11","27890000","4.9","Ultra 5 125U 1.3GHz","Intel Graphics","60","16","512GB","SSD","2.8K","14.0","1.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331506/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa-638765977404161168-600x600.jpg"
"A7LC5PT","Laptop HP Elitebook 630 G11 Ultra 7 155U/16GB/512GB/Win11 (A7LC5PT)","HP","AI","Windows 11","26190000","5.0","Ultra 7 155U 1.7GHz","Intel Graphics","60","16","512GB","SSD","WUXGA","13.3","1.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331518/hp-elitebook-630-g11-ultra-7-a7lc5pt-638765979336716392-600x600.jpg"
"PP152W","Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Win11 (PP152W)","ASUS","AI","Windows 11","31690000","5.0","Ultra 7 155H 1.4GHz","Intel Arc Graphics","120","32","1000GB","SSD","2.8K","14.0","1.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/321468/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w-thumb-638763543290373422-600x600.jpg"
"NX.J4YSV.001","Laptop Acer Aspire 16 AI A16 71M 59L5 Ultra 5 125H/16GB/512GB/Win11 (NX.J4YSV.001)","ACER","AI","Windows 11","18690000","5.0","Ultra 5 125H 1.2GHz","Intel Arc Graphics","60","16","512GB","SSD","Full HD+","16.0","1.6","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333424/acer-aspire-16-ai-a16-71m-59l5-ultra-5-nxj4ysv001-638774738263890291-600x600.jpg"
"058VN","Laptop MSI Prestige 14 AI Studio C1UDXG Ultra 7 155H/16GB/1TB/6GB RTX3050/144Hz/Win11 (058VN)","MSI","AI","Windows 11","27190000","5.0","Ultra 7 155H 1.4GHz","RTX 3050 6GB","144","16","1000GB","SSD","Full HD+","14.0","1.7","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329787/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn-638765973571921527-600x600.jpg"
"MB038WS","Laptop Asus Vivobook 16 A1607CA Ultra 5 225H/16GB/512GB/OfficeHS24+365/Win11 (MB038WS)","ASUS","AI","Windows 11","20990000","5.0","Intel Core Ultra 5 Arrow Lake 225H 1.7GHz","Intel Graphics","60","16","512GB","SSD","WUXGA","16.0","1.9","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335171/asus-vivobook-16-a1607ca-ultra-5-mb038ws-638774634523597142-600x600.jpg"
"PZ204WS","Laptop Asus Zenbook 14 UX3405CA Ultra 9 285H/32GB/1TB/120Hz/OfficeHS24+365/Win11 (PZ204WS)","ASUS","AI","Windows 11","36990000","5.0","Intel Core Ultra 9 Arrow Lake 285H 2.9GHz","Intel Arc Graphics","120","32","1000GB","SSD","2.8K","14.0","1.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/336031/asus-zenbook-14-ux3405ca-ultra-9-pz204ws-thumb-new-638828164694519022-600x600.jpg"
"NX.J4YSV.002","Laptop Acer Aspire 16 AI A16 71M 71U7 Ultra 7 155H/16GB/512GB/Win11 (NX.J4YSV.002)","ACER","AI","Windows 11","19990000","5.0","Ultra 7 155H 1.4GHz","Intel Arc Graphics","60","16","512GB","SSD","Full HD+","16.0","1.6","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333425/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002-638774738094769855-600x600.jpg"
"056VN","Laptop MSI Prestige 14 AI Studio C1VEG Ultra 7 155H/32GB/1TB/6GB RTX4050/Win11 (056VN)","MSI","AI","Windows 11","32690000","5.0","Ultra 7 155H 1.4GHz","RTX 4050 6GB","60","32","1000GB","SSD","2.8K","14.0","1.7","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329789/msi-prestige-14-ai-studio-c1veg-ultra-7-056vn-638765973712989123-600x600.jpg"
"AY8C4PA","Laptop HP Pavilion 16 af0055TU Ultra 5 125U/16GB/512GB/OfficeHS/Win11 (AY8C4PA)","HP","AI","Windows 11","22390000","0.0","Ultra 5 125U 1.3GHz","Intel Graphics","60","16","512GB","SSD","WUXGA","16.0","1.7","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337044/hp-pavilion-16-af0055tu-ultra-5-ay8c4pa-thumb-638828179749624956-600x600.jpg"
"AI-1747751005920","Laptop Asus Zenbook 14 OLED UX3405MA Ultra 5 125H/16GB/512GB/Win11","ASUS","AI","Windows 11","26690000","4.9","Ultra 5 125H 1.2GHz","Intel Arc Graphics","120","16","512GB","SSD","2.8K","14.0","1.2","3.0","https://cdn.tgdd.vn/Products/Images/44/320431/asus-zenbook-14-oled-thumb-mau-600x600.png"
"A29H8PA","Laptop HP Envy X360 14 fa0050AU R5 8640HS/16GB/512GB/Win11 (A29H8PA)","HP","AI","Windows 11","26590000","5.0","Ryzen 5 8640HS 3.5 GHz","Radeon","60","16","512GB","SSD","2.8K","14.0","1.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328815/hp-envy-x360-14-fa0050au-r5-a29h8pa-638763569406294726-600x600.jpg"
"AY8C2PA","Laptop HP Pavilion 16 af0053TU Ultra 7 155U/16GB/512GB/OfficeHS/Win11 (AY8C2PA)","HP","AI","Windows 11","26390000","0.0","Ultra 7 155U 1.7GHz","Intel Graphics","60","16","512GB","SSD","WUXGA","16.0","1.7","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337042/hp-pavilion-16-af0053tu-ultra-7-ay8c2pa-thumb-638828178123952574-600x600.jpg"
"21M7004LVN","Laptop Lenovo ThinkPad E14 Gen 6 Ultra 5 125U/32GB/1TB/Win11 (21M7004LVN)","LENOVO","AI","Windows 11","25690000","5.0","Ultra 5 125U 1.3GHz","Intel Graphics","60","32","1000GB","SSD","WUXGA","14.0","1.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333194/lenovo-thinkpad-e14-ultra-5-21m7004lvn-638765992915652383-600x600.jpg"
"21M70051VN","Laptop Lenovo ThinkPad E14 Ultra 7 155H/32GB/1TB/Win11 (21M70051VN)","LENOVO","AI","Windows 11","32290000","5.0","Ultra 7 155H 1.4GHz","Intel Arc Graphics","60","32","1000GB","SSD","2.2K","14.0","1.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332371/lenovo-thinkpad-e14-ultra-7-21m70051vn-638765988173646226-600x600.jpg"
"MA090WS","Laptop Asus Vivobook S 15 S5507QA X1E 78 100/32GB/1TB/OfficeHS/Win11 (MA090WS)","ASUS","AI","Windows 11","28990000","5.0","Snapdragon X Elite X1E 78 100","Qualcomm Adreno GPU","120","32","1000GB","SSD","2.8K","15.6","1.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331749/asus-s5507qa-x1e-78-100-ma090ws-638765983547899269-600x600.jpg"
"A19C4PA","Laptop HP Envy x360 14 fc0094TU Ultra 5 125U/16GB/512GB/Win11 (A19C4PA)","HP","AI","Windows 11","26190000","5.0","Ultra 5 125U 1.3GHz","Intel Graphics","60","16","512GB","SSD","2.8K","14.0","1.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326823/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa-638763558292118901-600x600.jpg"
