id,name,brand,category,os,price,rating,cpu,gpu,screenRate,ram,storage,diskType,resolution,screenSize,weight,batteryLife,image
"83LK000BVN","Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX/16GB/512GB/4GB RTX2050/144Hz/Win11 (83LK000BVN)","LENOVO","Gaming","Windows 11","17690000","4.9","i5 12450HX","RTX 2050 4GB","144","16","512GB","SSD","Full HD","15.6","1.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332365/lenovo-loq-15iax9e-i5-83lk000bvn-thumb-638754880317162569-600x600.jpg"
"2046VN","Laptop MSI Gaming Thin 15 B12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (2046VN)","MSI","Gaming","Windows 11","15690000","5.0","i5 12450H 2GHz","RTX 2050 4GB","144","16","512GB","SSD","Full HD","15.6","1.9","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326124/msi-thin-15-b12ucx-i5-2046vn-140225-102530-055-600x600.jpg"
"NH.QPGSV.004","Laptop Acer Gaming Nitro V 15 ANV15 41 R2UP R5 6600H/16GB/512GB/4GB RTX2050/165Hz/Win11 (NH.QPGSV.004)","ACER","Gaming","Windows 11","17690000","5.0","Ryzen 5 6600H 3.3GHz","RTX 2050 4GB","165","16","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333430/acer-nitro-v-15-anv15-41-r2up-r5-nhqpgsv004-638774737367845195-600x600.jpg"
"83GS000JVN","Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN)","LENOVO","Gaming","Windows 11","21990000","4.9","i5 12450HX","RTX 3050 6GB","144","16","512GB","SSD","Full HD","15.6","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322072/lenovo-loq-gaming-15iax9-i5-83gs000jvn-thumb-638754851503076038-600x600.jpg"
"RP745W","Laptop Asus Gaming Vivobook K3605ZF i5 12500H/16GB/512GB/4GB RTX2050/Win11 (RP745W)","ASUS","Gaming","Windows 11","17190000","4.9","i5 12500H 2.5GHz","RTX 2050 4GB","144","16","512GB","SSD","WUXGA","16.0","1.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328237/asus-vivobook-k3605zf-i5-rp745w-170225-112521-757-600x600.jpg"
"94F19PA","Laptop HP Gaming VICTUS 15 fb1022AX R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (94F19PA)","HP","Gaming","Windows 11","16990000","5.0","Ryzen 5 7535HS 3.3GHz","RTX 2050 4GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/321467/hp-victus-15-fb1022ax-r5-94f19pa-170225-104741-220-600x600.jpg"
"460VN","Laptop MSI Gaming GF63 Thin 12VE i5 12450H/16GB/512GB/6GB RTX4050/144Hz/Win11 (460VN)","MSI","Gaming","Windows 11","19690000","4.9","i5 12450H 2GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","1.9","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326861/msi-gf63-thin-12ve-i5-460vn-thumb-638754869517722845-600x600.jpg"
"NH.QPFSV.001","Laptop Acer Gaming Nitro V 15 ANV15 41 R1JY R5 6600H/16GB/512GB/6GB RTX3050/165Hz/Win11 (NH.QPFSV.001)","ACER","Gaming","Windows 11","20490000","5.0","Ryzen 5 6600H 3.3GHz","RTX 3050 6GB","165","16","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333427/acer-nitro-v-15-anv15-41-r1jy-r5-nhqpfsv001-thumb-638760100059925740-600x600.jpg"
"83GS00D9VN","Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/6GB RTX3050/144Hz/Win11 (83GS00D9VN)","LENOVO","Gaming","Windows 11","23190000","5.0","i5 12450HX","RTX 3050 6GB","144","24","512GB","SSD","Full HD","15.6","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327050/lenovo-loq-15iax9-i5-83gs00d9vn-thumb-638754869781903463-600x600.jpg"
"8Y6W3PA","Laptop HP Gaming VICTUS 15 fa1139TX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (8Y6W3PA)","HP","Gaming","Windows 11","17690000","4.9","i5 12450H 2GHz","RTX 2050 4GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/318163/hp-victus-15-fa1139tx-i5-8y6w3pa-170225-104358-047-600x600.jpg"
"NX.KQ4SV.002","Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002)","ACER","Gaming","Windows 11","17690000","4.9","i5 13420H 2.1GHz","RTX 2050 4GB","60","16","512GB","SSD","Full HD","15.6","1.7","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/314630/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002-140225-101136-979-600x600.jpg"
"1411VN","Laptop MSI Gaming Thin 15 B13UC i7 13620H/32GB/512GB/4GB RTX3050/144Hz/Win11 (1411VN)","MSI","Gaming","Windows 11","21390000","4.9","i7 13620H 2.4GHz","RTX 3050 4GB","144","32","512GB","SSD","Full HD","15.6","1.9","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330932/msi-thin-15-b13uc-i7-1411vn-thumb-638754877819827918-600x600.jpg"
"2045VN","Laptop MSI Gaming Thin 15 B12UC i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (2045VN)","MSI","Gaming","Windows 11","18190000","5.0","i5 12450H 2GHz","RTX 3050 4GB","144","16","512GB","SSD","Full HD","15.6","1.9","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326279/msi-thin-15-b12uc-i5-2045vn-140225-102658-520-600x600.jpg"
"HN113W","Laptop Asus TUF Gaming A15 FA506NFR R7 7435HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN113W)","ASUS","Gaming","Windows 11","17690000","4.9","Ryzen 7 7435HS 3.1GHz","RTX 2050 4GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-170225-113243-035-600x600.jpg"
"RP629W","Laptop Asus Gaming Vivobook K3605ZC i5 12500H/16GB/512GB/4GB RTX3050/Win11 (RP629W)","ASUS","Gaming","Windows 11","18190000","4.9","i5 12500H 2.5GHz","RTX 3050 4GB","144","16","512GB","SSD","WUXGA","16.0","1.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/asus-vivobook-k3605zc-i5-rp629w-170225-112605-145-600x600.jpg"
"2077VN","Laptop MSI Gaming Katana 15 B13UDXK i7 13620H/16GB/1TB/6GB RTX3050/144Hz/Win11 (2077VN)","MSI","Gaming","Windows 11","24990000","4.9","i7 13620H 2.4GHz","RTX 3050 6GB","144","16","1000GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326122/msi-katana-15-b13udxk-i7-2077vn-140225-102541-296-600x600.jpg"
"NH.QFHSV.001","Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001)","ACER","Gaming","Windows 11","18690000","4.9","i5 12500H 2.5GHz","RTX 3050 4GB","144","8","512GB","SSD","Full HD","15.6","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/272282/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001-thumb-638754885062560645-600x600.jpg"
"1423VN","Laptop MSI Gaming Cyborg 15 A13VEK i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (1423VN)","MSI","Gaming","Windows 11","24690000","5.0","i7 13620H 2.4GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.0","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327707/msi-cyborg-15-a13vek-i7-1423vn-thumb-638754872255271079-600x600.jpg"
"887VN","Laptop MSI Gaming GF63 Thin 12UC i7 12650H/8GB/512GB/4GB RTX3050/144Hz/Win11 (887VN)","MSI","Gaming","Windows 11","18690000","4.9","i7 12650H 2.30 GHz","RTX 3050 4GB","144","8","512GB","SSD","Full HD","15.6","1.9","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/316941/msi-gaming-gf63-thin-12uc-i7-887vn-thumb-638754850221823962-600x600.jpg"
"9RC55MF5FEIAA1VN0C0","Laptop GIGABYTE Gaming G5 MF5 RC555 i5 13500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FEIAA1VN0C0)","Unknown","Gaming","Windows 11","21190000","5.0","i5 13500H 2.6GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334689/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0-thumb-638828333439004205-600x600.jpg"
"HN330W","Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN330W)","ASUS","Gaming","Windows 11","20490000","4.9","i5 12500H 2.5GHz","RTX 3050 4GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330w-170225-112440-295-600x600.jpg"
"LP057W","Laptop Asus TUF Gaming A15 FA507NUR R7 7435HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP057W)","ASUS","Gaming","Windows 11","24690000","5.0","Ryzen 7 7435HS 3.1GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327872/asus-fa507nur-r7-lp057w-170225-111046-401-600x600.jpg"
"045VN","Laptop MSI Gaming Sword 16 HX B14VFKG i7 14700HX/16GB/1TB/8GB RTX4060/240Hz/Win11 (045VN)","MSI","Gaming","Windows 11","35690000","4.9","i7 14700HX 2.1GHz","RTX 4060 8GB","240","16","1000GB","SSD","QHD+","16.0","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322100/msi-gaming-sword-16-hx-b14vfkg-i7-045vn-thumb-638754862392792943-600x600.jpg"
"83DV003CVN","Laptop Lenovo Gaming LOQ 15IRX9 i5 13450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83DV003CVN)","LENOVO","Gaming","Windows 11","22690000","5.0","i5 13450HX 2.4GHz","RTX 3050 6GB","144","16","512GB","SSD","Full HD","15.6","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335554/lenovo-loq-15irx9-i5-83dv003cvn-638828191874856424-600x600.jpg"
"83JC0040VN","Laptop Lenovo Gaming LOQ 15ARP9 R7 7435HS/24GB/512GB/6GB RTX4050/144Hz/Win11 (83JC0040VN)","LENOVO","Gaming","Windows 11","26190000","5.0","Ryzen 7 7435HS 3.1GHz","RTX 4050 6GB","144","24","512GB","SSD","Full HD","15.6","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327051/lenovo-loq-15arp9-r7-83jc0040vn-thumb-638754871081388996-600x600.jpg"
"LP186W","Laptop Asus TUF Gaming F15 FX507VU i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP186W)","ASUS","Gaming","Windows 11","27190000","5.0","i7 13620H 2.4GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327898/asus-fx507vu-i7-lp186w-170225-111211-001-600x600.jpg"
"085VN","Laptop MSI Gaming Stealth 14 AI Studio A1VFG Ultra 7 155H/32GB/1TB/8GB RTX4060/120Hz/Win11 (085VN)","MSI","Gaming","Windows 11","50690000","5.0","Ultra 7 155H 1.4GHz","RTX 4060 8GB","120","32","1000GB","SSD","2.8K","14.0","1.7","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325588/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn-638763555070436708-600x600.jpg"
"HN097W","Laptop Asus TUF Gaming A15 FA506NCR R7 7435HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN097W)","ASUS","Gaming","Windows 11","20190000","4.9","Ryzen 7 7435HS 3.1GHz","RTX 3050 4GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330578/asus-fa506ncr-r7-hn097w-170225-113322-493-600x600.jpg"
"676VN","Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Win11 (676VN)","MSI","Gaming","Windows 11","28190000","4.9","i7 13620H 2.4GHz","RTX 4060 8GB","144","16","1000GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/310447/msi-katana-15-b13vfk-i7-676vn-thumb-638754846187201114-600x600.jpg"
"9RC55MF5FJIINIVN000","Laptop GIGABYTE Gaming G5 MF5 RC555 i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FJIINIVN000)","Unknown","Gaming","Windows 11","23690000","5.0","i7 13620H 2.4GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334690/gigabyte-g5-mf5-rc555-i7-9rc55mf5fjiinivn000-thumb-638828333771269245-600x600.jpg"
"2416VN","Laptop MSI Katana 15 B13VEK i5 13420H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (2416VN)","MSI","Gaming","Windows 11","25690000","0.0","i5 13420H 2.1GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338000/msi-katana-15-b13vek-i5-2416vn-thumb-638827284934668611-600x600.jpg"
"83DV00PSVN","Laptop Lenovo Gaming LOQ 15IRX9 i5 13450HX/24GB/512GB/6GB RTX3050/144Hz/Win11 (83DV00PSVN)","LENOVO","Gaming","Windows 11","23690000","5.0","i5 13450HX 2.4GHz","RTX 3050 6GB","144","24","512GB","SSD","Full HD","15.6","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335553/lenovo-loq-15irx9-i5-83dv00psvn-638828191559515253-600x600.jpg"
"RP296W","Laptop Asus Gaming Vivobook K3605ZU i5 12500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (RP296W)","ASUS","Gaming","Windows 11","22190000","5.0","i5 12500H 2.5GHz","RTX 4050 6GB","144","16","512GB","SSD","WUXGA","16.0","1.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328951/asus-gaming-vivobook-k3605zu-i5-rp296w-170225-113033-642-600x600.jpg"
"A9LG9PA","Laptop HP Gaming VICTUS 16 s0173AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (A9LG9PA)","HP","Gaming","Windows 11","21690000","5.0","Ryzen 5 7640HS 4.30 GHz","RTX 3050 6GB","144","16","512GB","SSD","Full HD","16.1","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328443/hp-victus-16-s0173ax-r5-a9lg9pa-638763569195950325-600x600.jpg"
"010VN","Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN)","MSI","Gaming","Windows 11","17190000","4.9","Ryzen 5 7535HS 3.3GHz","RX 6550M 4GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/314849/msi-bravo-15-b7ed-r5-010vn-thumb-638754849999959588-600x600.jpg"
"NH.QN8SV.004","Laptop Acer Gaming Nitro V ANV15 51 55CA i5 13420H/16GB/512GB/6GB RTX4050/144Hz/Win11 (NH.QN8SV.004)","ACER","Gaming","Windows 11","24690000","5.0","i5 13420H 2.1GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325697/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004-thumb-638754948655940689-600x600.jpg"
"83LK0079VN","Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83LK0079VN)","LENOVO","Gaming","Windows 11","20690000","5.0","i5 12450HX","RTX 3050 6GB","144","16","512GB","SSD","Full HD","15.6","1.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335556/lenovo-loq-15iax9e-i5-83lk0079vn-thumb-638828190971476549-600x600.jpg"
"HN181W","Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN181W)","ASUS","Gaming","Windows 11","23190000","5.0","i7 12700H 2.30 GHz","RTX 3050 4GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327974/asus-fx507zc4-i7-hn181w-170225-112333-757-600x600.jpg"
"NH.QLUSV.005","Laptop Acer Gaming Predator Helios Neo PHN16 71 53M7 i5 13500HX/16GB/512GB/8GB RTX4060/165Hz/Win11 (NH.QLUSV.005)","ACER","Gaming","Windows 11","27690000","4.9","i5 13500HX 2.5GHz","RTX 4060 8GB","165","16","512GB","SSD","WUXGA","16.0","2.6","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330169/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005-thumb-638760096056846296-600x600.jpg"
"LP151W","Laptop Asus TUF Gaming F15 FX507VV i7 13620H/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP151W)","ASUS","Gaming","Windows 11","29490000","5.0","i7 13620H 2.4GHz","RTX 4060 8GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327899/asus-fx507vv-i7-lp151w-thumb-638760122218940871-600x600.jpg"
"NH.QNASV.001","Laptop Acer Gaming Nitro V ANV15 51 58AN i5 13420H/8GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QNASV.001)","ACER","Gaming","Windows 11","16590000","5.0","i5 13420H 2.1GHz","RTX 2050 4GB","144","8","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/323746/acer-nitro-v-anv15-51-58an-i5-nhqnasv001-thumb-638754946663309054-600x600.jpg"
"8C5N6PA","Laptop HP Gaming VICTUS 16 s0077AX R7 7840HS/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N6PA)","HP","Gaming","Windows 11","26690000","5.0","Ryzen 7 7840HS 3.8GHz","RTX 3050 6GB","144","16","512GB","SSD","Full HD","16.1","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/313974/hp-gaming-victus-16-s0077ax-r7-8c5n6pa-thumb-638763542930752544-600x600.jpg"
"83GS00DBVN","Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/4GB RTX2050/144Hz/Win11 (83GS00DBVN)","LENOVO","Gaming","Windows 11","20190000","5.0","i5 12450HX","RTX 2050 4GB","144","24","512GB","SSD","Full HD","15.6","2.4","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328483/lenovo-loq-15iax9-i5-83gs00dbvn-thumb-638754874905504991-600x600.jpg"
"NH.QMFSV.002","Laptop Acer Gaming Aspire 7 A715 76G 5806 i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QMFSV.002)","ACER","Gaming","Windows 11","18690000","4.9","i5 12450H 2GHz","RTX 3050 4GB","144","16","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/313177/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002-thumb-638754898004072091-600x600.jpg"
"AD9T3PA","Laptop HP Gaming VICTUS 16 r0283TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (AD9T3PA)","HP","Gaming","Windows 11","23690000","5.0","i5 13500H 2.6GHz","RTX 3050 6GB","144","16","512GB","SSD","Full HD","16.1","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329429/hp-victus-16-r0283tx-i5-ad9t3pa-170225-113116-254-600x600.jpg"
"LP007W","Laptop Asus TUF Gaming A15 FA507NVR R7 7435HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP007W)","ASUS","Gaming","Windows 11","26690000","5.0","Ryzen 7 7435HS 3.1GHz","RTX 4060 8GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327896/asus-fa507nvr-r7-lp007w-170225-111125-946-600x600.jpg"
"HN229W","Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W)","ASUS","Gaming","Windows 11","22690000","4.9","i5 12500H 2.5GHz","RTX 3050 4GB","144","16","1000GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/317709/asus-tuf-gaming-f15-fx507zc4-i5-hn229w-170225-104235-129-600x600.jpg"
"8C5N7PA","Laptop HP Gaming VICTUS 16 s0078AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (8C5N7PA)","HP","Gaming","Windows 11","21190000","5.0","Ryzen 5 7640HS 4.30 GHz","RTX 3050 6GB","144","16","512GB","SSD","Full HD","16.1","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326059/hp-victus-16-s0078ax-r5-8c5n7pa-638763555186271869-600x600.jpg"
"NH.QFHSV.003","Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003)","ACER","Gaming","Windows 11","21490000","4.9","i7 12700H 2.30 GHz","RTX 3050 4GB","144","8","512GB","SSD","Full HD","15.6","2.5","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/313332/acer-nitro-5-an515-58-769j-i7-nhqfhsv003-thumb-638754898164864885-600x600.jpg"
"090VN","Laptop MSI Gaming Cyborg 14 A13VE i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (090VN)","MSI","Gaming","Windows 11","27190000","5.0","i7 13620H 2.4GHz","RTX 4050 6GB","144","16","512GB","SSD","Full HD+","14.0","1.6","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325586/msi-cyborg-14-a13ve-i7-090vn-thumb-638754864859686533-600x600.jpg"
"HNi7MW","Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HNi7MW)","ASUS","Gaming","Windows 11","23190000","5.0","i7 12700H 2.30 GHz","RTX 3050 4GB","144","16","512GB","SSD","Full HD","15.6","2.2","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333101/asus-tuf-gaming-f15-fx507zc4-i7-hni7mw-170225-114728-130-600x600.jpg"
"NX.KQ4SV.008","Laptop Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H/8GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.008)","ACER","Gaming","Windows 11","15690000","4.9","i5 13420H 2.1GHz","RTX 2050 4GB","60","8","512GB","SSD","Full HD","15.6","1.7","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325699/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008-thumb-638754955030945536-600x600.jpg"
"NH.QNASV.002","Laptop Acer Gaming Nitro V ANV15 51 53NE i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QNASV.002)","ACER","Gaming","Windows 11","20690000","5.0","i5 13420H 2.1GHz","RTX 2050 4GB","144","16","512GB","SSD","Full HD","15.6","2.1","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/319657/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002-thumb-638754901390505338-600x600.jpg"
"8C5N5PA","Laptop HP Gaming VICTUS 16 r0130TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N5PA)","HP","Gaming","Windows 11","23690000","4.9","i5 13500H 2.6GHz","RTX 3050 6GB","144","16","512GB","SSD","Full HD","16.1","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/313973/hp-gaming-victus-16-r0130tx-i5-8c5n5pa-170225-103706-309-600x600.jpg"
"465VN","Laptop MSI Gaming Katana A15 AI B8VG R7 8845HS/16GB/1TB/8GB RTX4070/144Hz/Win11 (465VN)","MSI","Gaming","Windows 11","32690000","5.0","Ryzen 7 8845HS 3.8GHz","RTX 4070 8GB","144","16","1000GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326280/msi-katana-a15-ai-b8vg-r7-465vn-638763555401666860-600x600.jpg"
"2080VN","Laptop MSI Gaming Thin 15 B13UCX i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Win11 (2080VN)","MSI","Gaming","Windows 11","16690000","5.0","i5 13420H 2.1GHz","RTX 2050 4GB","144","16","512GB","SSD","Full HD","15.6","1.9","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329786/msi-thin-15-b13ucx-i5-2080vn-thumb-638754877576794523-600x600.jpg"
"i7HX161W11GR4060","Laptop Dell G15 5530 i7 13650HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i7HX161W11GR4060)","DELL","Gaming","Windows 11","36990000","5.0","i7 13650HX 2.6GHz","RTX 4060 8GB","165","16","1000GB","SSD","Full HD","15.6","2.8","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327900/dell-g15-5530-i7-i7hx161w11gr4060-thumb-638754974781193495-600x600.jpg"
"HN017W","Laptop Asus TUF Gaming A15 FA506NC R5 7535HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN017W)","ASUS","Gaming","Windows 11","19190000","5.0","Ryzen 5 7535HS 3.3GHz","RTX 3050 4GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322568/asus-tuf-gaming-a15-fa506nc-r5-hn017w-170225-104947-915-600x600.jpg"
"419VN","Laptop MSI Gaming Katana A15 AI B8VF R7 8845HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (419VN)","MSI","Gaming","Windows 11","28690000","5.0","Ryzen 7 8845HS 3.8GHz","RTX 4060 8GB","144","16","512GB","SSD","Full HD","15.6","2.3","3.0","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322949/msi-gaming-katana-a15-ai-b8vf-r7-419vn-thumb-638763551260260494-600x600.jpg"
